#CODE;ENGLISH;x;;;;
EVTDESCclash_of_kings.5107;Вы снова вышли в тусклый длинный коридор с высоким потолком и факелами вдоль правой стены. Все двери находятся слева от вас, и не все они закрыты. Вы говорите себе не смотреть, но соблазн слишком велик...\n\n В одной из комнат вы видите как две армии стоят с двух сторон реки. Между ними один король встал на колени перед другим, за которым высятся три дракона. Это зрелище наполняет вас печалью, и вы проходите в конец коридора. Но там-то находится лишь лестница вниз, все двери расположены слева от вас.;x;;;;
EVTTITLEclash_of_kings.5108;Mать;x;;;;
EVTDESCclash_of_kings.5108;Вы снова вышли в тусклый длинный коридор с высоким потолком и факелами вдоль правой стены. Все двери находятся слева от вас, и не все они закрыты. Вы говорите себе не смотреть, но соблазн слишком велик...\n\n В одной из дверей вы видите тысячи рабов, которые тянут к вам свои окровавленные руки и восклицают 'мать, мать!'. Они дотрагиваются до вас, до вашей одежды, они хотят вас, нуждаются в вас, в огне, в жизни...  Вы со вздохом разводите руки, чтобы отдать себя им, но в последний момент осознаёте свою ошибку, отводите взгляд и проходите в конец коридора. Но там находится лишь лестница вниз, все двери расположены слева от вас.;x;;;;
EVTDESCclash_of_kings.5109;Звуки в стенах становятся всё громче, ваши чувства обостряются. Факелы вдоль стены постепенно гаснут и тьма подбирается к вам все ближе. Из мрака вы слышите медленные шаркающие шаги, как будто что-то приближается к вам... Ужас наполняет вас и нужно быстро решить в какую дверь войти.;x;;;;
EVTTITLEclash_of_kings.5110;Расколотая Стена;x;;;;
EVTDESCclash_of_kings.5110;Вы снова вышли в тусклый длинный коридор с высоким потолком и факелами вдоль правой стены. Все двери находятся слева от вас, и не все они закрыты. Вы говорите себе не смотреть, но соблазн слишком велик...\n\n В одной из дверей вы видите мерцающую белую стену, охраняемую горсткой одетых в чёрное стражей. Вдруг, раздается громкий звук и стена начинает трескаться и рушиться. Через пролом в стене пробирается орда дикарей, несущих громадный чёрный рог. Вы продолжаете путь к лестнице в конце коридора.;x;;;;
EVTOPTAclash_of_kings.5110;Я хочу выбраться из этого места...;x;;;;
EVTTITLEclash_of_kings.5111;Сияющий Воин;x;;;;
EVTDESCclash_of_kings.5111;Вы оказались в длинном темном коридоре с высокими сводами. Справа дымным оранжевым пламенем горят факелы, а двери есть только слева. Не все двери закрыты. Вы решили не смотреть, но искушение оказалось слишком сильным...\n\n За открытой дверью виднелась битва на кровавом поле. Среди хаоса, два воина начали смертельный танец под аккомпанемент поющих клинков. Наконец, рыцарь в сверкающих белых доспехах сразил воина в черном. Победитель становится на колени над падшим врагом, защищая его от вреда. Трогательная сцена заканчивается градом стрел и вы продолжаете свой путь к лестнице в конце коридора.;x;;;;
EVTTITLEclash_of_kings.5112;Kрасный Меч;x;;;;
EVTDESCclash_of_kings.5112;Вы оказались в длинном темном коридоре с высокими сводами. Справа дымным оранжевым пламенем горят факелы, а двери есть только слева. Не все двери закрыты. Вы решили не смотреть, но искушение оказалось слишком сильным...\n\nНа носу корабля стоял труп с горящими глазами на мертвом лице, с печальной улыбкой на серых губах. Красный меч светился в руке голубоглазого короля, не отбрасывающего тени. На ледовой стене вырос голубой цветок, наполнив воздух своим ароматом. Матерь драконов, невеста огня… Смутившись, вы повернули к лестнице.;x;;;;
EVTDESCclash_of_kings.5113;Вы входите на лестницу, начинаете подниматься. Ваши ноги начинают болеть. Как ни странно, вы помните, что в Дворце Бессмертных не было ни одной башни... Лестница кончилась, справа явились двойные двери, отделанные черным деревом и чардревом. Черные и белые волокна переплетались в странные узоры – очень красивые, но чем-то пугающие...;x;;;;
EVTOPTAclash_of_kings.5113;Дракон не должен бояться...;x;;;;
EVTTITLEclash_of_kings.5114;Cинее Сердце;x;;;;
EVTDESCclash_of_kings.5114;Вы прошли через узкую дверь в комнату, наполненную мраком. Здесь стоял длинный каменный стол, а над ним висело человеческое сердце, распухшее и синее, но еще живое. Оно билось гулкими толчками, с каждым ударом исторгая из себя вспышку индигового света. Вокруг стола маячили синие тени. Когда вы прошли к пустому стулу на дальнем конце стола, они не шелохнулись и не повернулись к вам. В тишине слышалось только гулкое биение полуразложившегося сердца...\n\nМатерь драконов… – произнес кто-то полушепотом-полустоном, и другие голоса отозвались: – Драконов… драконов… драконов… Вам трудно говорить. Внезапно вы замечаете, что никто из них не дышит, может ли быть, что Бессмертные - уже мертвы?\n\nМы живы… живы… живы… – И другие шепчущие голоса подхватили: – Мы знаем… знаем… знаем...';x;;;;
EVTOPTAclash_of_kings.5114;Я пришла за даром истины;x;;;;
EVTTITLEclash_of_kings.5115; Пророчество;x;;;;
EVTDESCclash_of_kings.5115;Игра теней... дни, еще не осуществленные... испей из чаши льда... испей из чаши огня... Матерь драконов... дитя троих... Ибо три головы у дракона... Матерь драконов… дитя бури… Три огня должна ты зажечь... один за жизнь, один за смерть, один за любовь... Трех коней должна ты оседлать... один для похоти, один для страха, один для любви... Три измены должна ты испытать... одну из-за крови, одну из-за золота, одну из-за любви...';x;;;;
EVTOPTAclash_of_kings.5115;Помогите мне... Покажите мне.;x;;;;
EVTTITLEclash_of_kings.5116;Pазмытые видения;x;;;;
EVTDESCclash_of_kings.5116;В палатке плясали тени, бескостные и жуткие. Маленькая девочка бежала босиком к большому дому с красной дверью. Мирри Маз Дуур истошно кричала в пламени, и дракон проклевывался наружу из ее лба. Серебристая лошадь волокла за собой окровавленный голый труп. Высокий Муж с медной кожей и серебряными волосами стоит под знаменем огненного жеребца, горящий город позади него.\n\nВдруг, черные крылья бьются вокруг вашей головы, и видения уходят... Ваш вздох превращается в ужас, когда вы замечаете Бессмертных вокруг вас, синие и холодные, шепчась, они двигаются к вам. Все силы покидают вас и вы не можете двигаться. Вы чувствуете руку на груди. Зубы находят нежную кожу вашего горла...;x;;;;
EVTOPTAclash_of_kings.5116;ДРАКАРИС!!!;x;;;;
EVTTITLEclash_of_kings.5117;Cмерть Бессмертного;x;;;;
EVTDESCclash_of_kings.5117;Цвет индиго становится оранжевым, а шепот превращается в визг. Возвышаясь над вами, Дрогон расправляет свои крылья, впивается зубами в ужасное синее сердце и разрывает обгоревшую плоть на клочья. Огонь извергается из его пасти. Вы слышите вопли Бессмертного.\n\nВся комната уже охвачена огнем, вы добираетесь до двери и зовете дракона. Вы выбегаете наружу, и вас ослепляет яркий свет, заставляя споткнуться. Обернувшись назад вы видите клубы дыма, окутывающие Пыльный Дворец. Выкрикивая проклятия, Пиат Прей достает нож и бросается к вам, в этот момент вы слышите удар кнута Чхого.;x;;;;
EVTOPTAclash_of_kings.5117;Никогда не слышала более приятного звука;x;;;;
EVTTITLEclash_of_kings.5200;Cеребрянный Колокольчик;x;;;;
EVTDESCclash_of_kings.5200;Бессмертные мертвы, сожжены пламенем Дрогона. Ваш маленький Кхаласар празднует вашу победу вплетением в волосы серебряного колокольчика, но эта победа не имеет веса. Квартийцы возмущены, и их правители объединяются, чтобы потребовать вашего изгнания из своего города. Ксаро умоляет вас бежать с ним в Нефритовое море, но вы отказываетесь, и он выгоняет вас.\n\nТеперь у вас больше нет друзей в Кварте, вы спешите в доки, где сир Джорах ищет судно. Там вы находите не только корабли, но и союзников. Огромный евнух по имени Бельвас Силач и его пожилой оруженосец Арстан спасают вас от убийцы. Они объясняют, что они были отправлены вашим старым другом Иллирио с тремя кораблями, чтобы отвести вас в Пентос.;x;;;;
EVTOPTAclash_of_kings.5200;Эти корабли хотя бы сыром не пахнут…;x;;;;
EVTTITLEclash_of_kings.52; Залив Работорговцев;x;;;;
EVTDESCclash_of_kings.52;"Три корабля несут вас и ваших спутников в Пентос, где вам обещана помощь, но после Кварта вы с настороженостью относитесь к любой помощи. Вы не станете 'Королевой-Попрошайкой'. Драконы не просят. Вы возьмете свое Огнем и Кровью. Но сначала вам нужна армия. В момент ваших размышлений в каюту входит сир Джорах, признаётся в любви и пытается поцеловать вас. Вы не хотите отвечать ему взаимностью, но и не хотите ранить его чувства. Пытаясь быстро сменить тему, Джорах начинает рассказывать вам о Безупречных из Астапора, одних из лучших воинов в мире.\n\nЭтой ночью вас ждут долгие размышления.";x;;;;
EVTOPTAclash_of_kings.52;Хорошо быть Кхалиси. Это все знают. В Астапор!;x;;;;
EVTOPTBclash_of_kings.52;Глупое предложение, я должна плыть в Пентос;x;;;;
EVTTITLEclash_of_kings.53;Cделка с Гарпиями;x;;;;
EVTDESCclash_of_kings.53;Добрые Господа Астапора грубы, высокомерны и жестоки сверх всякой меры, но их Безупречные так же грозны, как и душераздирающая история их подготовки. Особенно рассказ о том, как они доказывают, что могут убить любого: каждый солдат должен убить ребенка на глазах у его матери. С помощью таких людей вы можете вернуть свой трон. Торги вы ведете через молодую переводчицу, чтобы скрыть свое знание языка Гискари. Вы делаете предложение, которое потрясает ваших советников - обменять всех Безупречных, что имеются в Астапоре на одного дракона.\n Работорговцы принимают ваши условия, хотя они требуют самого большого из драконов. В свою очередь вы просите отдать вам переводчицу в качестве подарка, и они соглашаются. Освободив девушку, вы просите ее рассказать вам все, что она знает об Астапоре...;x;;;;
EVTOPTAclash_of_kings.53;Я всё решила;x;;;;
EVTTITLEclash_of_kings.54;Oбмен;x;;;;
EVTDESCclash_of_kings.54;Вы согласились на сделку с Добрыми Господами, вы получите всех доступных Безупречных, в том числе мальчиков на обучении, в обмен на ваши корабли, товары и Дрогона, самого большого из ваших драконов.\n\nВы пришли на Площадь Наказаний для совершения сделки. Ваши люди принесли ваши товары и клетку с Дрогоном, в обмен Кразнис передает вам плеть символизирующую констроль над Безупречными...;x;;;;
EVTOPTAclash_of_kings.54;Такая сделка не по мне... Дракарис!;x;;;;
EVTTITLEclash_of_kings.5400;Pазграбить Астапор;x;;;;
EVTDESCclash_of_kings.5400;"Дракон не раб. Дрогон отказался служить Добрым Господам и уничтожил их по вашей команде. Вы действительно получили Безупречных, и теперь у вас есть три дракона и армия. Город был легко взят. Вы освободили Астапор, а Добрые Господа были убиты, и теперь вы контролируюте город. Бывшие рабы смотрят на вас как на нового повелителя и называют вас ""матерью"".\n\nТеперь вы можете продолжить ваше путешествие, но, прежде чем вы отправитесь, вы должны оставить кого-то управлять городом.";x;;;;
EVTOPTAclash_of_kings.5400;Я оставлю совет править городом;x;;;;
EVTDESCclash_of_kings.55;После согласования сделки по обмену дракона на всех наших Безупречных, Дейнерис Таргариен предала нас, сожга всех Добрых Господ и разграбила город.;x;;;;
EVTOPTAclash_of_kings.55;Дикость!;x;;;;
EVTTITLEclash_of_kings.56; Желтый Город;x;;;;
EVTDESCclash_of_kings.56;Покинув Астапор вы отправляетесть в Юнкай, другой известный город работорговцев.У Юнкая есть довольно немалая армия своих солдат и отряды наемников, среди них Вороны-Буревестники и Вторые Сыны. Город сложен из желтого кирпича, как и высокие стены и ступенчатые пирамиды. Юнкай, как говорят, в состоянии выставить достаточное число солдат. Тем не менее, Юнкай известен обучением постельных рабов, а не воинов. Мудрые Господа и главари наемников прибывают на переговоры с вами. Они предлагают вам много золота за то, что вы не тронете город.;x;;;;
EVTOPTAclash_of_kings.56;Нет, я освобожу рабов;x;;;;
EVTTITLEclash_of_kings.5600; Переворот Даарио;x;;;;
EVTDESCclash_of_kings.5600;'Вы готовы начать битву за Юнкай, однако ночью к вам приходит Даарио Нахарис из Воронов-Буревестников, который был покорен вашей красотой. Он говорит вам, что убил двух других главарей своего отряда и теперь предлагает вам услуги своего отряда, он говорит: 'Мой меч - твой. Моя жизнь - твоя. Моя любовь - твоя. Моя кровь, мое тело, мои песни - все ваше. Я готов жить и умереть, служа справедливой королеве.';x;;;;
EVTOPTAclash_of_kings.5600;Мы с радостью принимаем вас;x;;;;
EVTTITLEclash_of_kings.57;Hож в спину;x;;;;
EVTDESCclash_of_kings.57;Юнкайская армия повержена. Теперь я пойду на Миэрин, последний великий рабовладельческий город. Больше Астапора и Юнкая вместе взятых, обнесённый высокими стенами, город неприступен... был, до того, как сюда пришла я. Пусть делают что хотят, пусть сжигают поля и отравляют колодцы на моём пути, это не поможет им победить дракона.\n\nМеня шокировало известие о том, что Арстан Белобородый на самом деле - Барристан Селми, бывший королевским гвардейцем у моего отца и у узурпатора. Он рассказал мне о том, что Джорах был доносчиком Вариса. Они оба предали меня и мою семью, но ни одного из них я не хочу предать смерти. Вместо этого я отправлю их на самоубийственное задание в Миэрин... Надеюсь, они там и сгинут.;x;;;;
EVTDESCclash_of_kings.58;Мой поход за принадлежащим мне по праву Железным троном провалился, столкнувшись с мощью Залива Работорговцев. А как хорошо все начиналось…;x;;;;
EVTOPTAclash_of_kings.57;Мои драконы…;x;;;;
EVTTITLEclash_of_kings.59;Мой племянник?;x;;;;
EVTDESCclash_of_kings.59;После долгого и опасного путешествия по морю, Бельвас-силач довозит меня до Пентоса. Иллирио забирает меня и моих спутников в свой особняк, где принимает нас с вежливостью и почтением. Но мы оба знаем, что это не просто очередной пир.\n\nВскоре он объясняет мне свой план. Он заявляет, что мой племянник Эйгон жив, хоть все и считают его убитым псами узурпатора годы назад. Видимо, он рос здесь, на Востоке, пока не стал достаточно взрослым, чтобы начать свою кампанию. Теперь настало время, говорит Иллирио. Моего племянника поддерживают Золотые Мечи, а у меня есть драконы. Он предлагает мне выйти за моего племянника, а Золотой отряд и Пентос помогут мне с вторжением в Вестерос и захватом Железого Трона.;x;;;;
EVTOPTAclash_of_kings.59;Похоже, у меня нет выбора.;x;;;;
false_visions_1;Ложные видения;x;;;;
false_visions_2;Ложные видения;x;;;;
false_visions_3;Ложные видения;x;;;;
insight_into_the_past_1;Видения прошлого;x;;;;
insight_into_the_past_2;Видения прошлого;x;;;;
insight_into_the_past_3;Видения прошлого;x;;;;
prophesied_future_1;Пророчество о будущем;x;;;;
prophesied_future_2;Пророчество о будущем;x;;;;
prophesied_future_3;Пророчество о будущем;x;;;;
EVTDESCclash_of_kings.912;Вы всегда подозревали, что ваш придворный [From.GetFirstName] более важен, чем кажется, а теперь это подтвердилось - [From.GetSheHe] никто ин[From.GetAyaOy], как [From.GetFirstName] Старк, [From.GetSonDaughter] покойного Эддарда Старка. [From.GetSheHeCap] долго счита[From.GetLasLsya] умерш[From.GetEyIm], но теперь некоторые считают, что [From.GetSheHe] может сплотить Север и поднять его ради новых славных побед.;x;;;;
EVTOPTAclash_of_kings.912;Надо бы это как-то использовать.;x;;;;
EVTDESCclash_of_kings.913;[Root.PrimaryTitle.GetFOA], мы получили сообщение из города [From.Capital.GetName]. Говорят, юн[FromFrom.GetAyaYy] [FromFrom.GetManWoman]а, заявивш[FromFrom.GetAyaIy], что [FromFrom.GetSheHe] - [FromFrom.GetFirstName] Старк, [FromFrom.GetSonDaughter] покойного Эддарда Старка, считавш[FromFrom.GetAyaIy]ся мёртв[FromFrom.GetOyYm].;x;;;;
EVTOPTAclash_of_kings.913;Вознести молитвы [Root.Religion.GetRandomGodName]!;x;;;;
DANYUNSULLIED;К вам присоединяются Безупречные Астапора\n;x;;;;
e_north_dummy;Север.;x;;;;
EVTDESCclash_of_kings.100;Чтобы нанести настоящий удар Старкам и заставить отца гордиться собой, я должен разграбить Винтерфелл и устранить наследников Робба.;x;;;;
EVTOPTAclash_of_kings.100;Позорно, что дошло до такого;x;;;;
EVTDESCclash_of_kings.40;До вас дошла новость, что Теон, человек, которого вы когда-то назвали своим другом, совершил немыслимое - разграбил Винтерфелл и убил Брана и Рикона! У меня больше нет наследников-братьев, а отдавать наследство в руки сестры не могу. Если я погибну, то никто не сможет отомстить за моего отца, однако у меня еще есть брат Джон, которому я доверяю. Я мог бы легитимизировать его как своего наследника, хоть это противоречит совету моей матери.;x;;;;
EVTOPTAclash_of_kings.40;Джон сильный и благородный, он должен быть моим наследником;x;;;;
EVTOPTBclash_of_kings.40;Мама права, люди не пойдут за бастардом;x;;;;
TOOLTIPjon_clash_of_kings.40;Джон будет проинформирован о том, что он теперь истинный Старк;x;;;;
TOOLTIPvassals_clash_of_kings.40;Ваши вассалы осудят ваш выбор\n;x;;;;
EVTDESCclash_of_kings.41;Дорогой брат\nКак Король Севера, я решил легитимизировать вас как истинного сына покойного Лорда Эддарда Старка. Ты теперь наследник Королевства Север, в случае моей смерти ты унаследуешь мои звания и титулы. Я также освобождаю тебя от клятв Ночного Дозора и приглашаю  присоединиться ко мне.\nПодпись,\nРобб из Дома Старков, Король Севера;x;;;;
EVTOPTAclash_of_kings.41;Я направляюсь на юг;x;;;;
EVTOPTBclash_of_kings.41;Мой долг обязует меня остаться в Ночном Дозоре, он и без меня будет в порядке;x;;;;
EVTDESCclash_of_kings.42;Вы были проинформированы, что [From.GetTitledFirstName] постановил, что его брат-бастард, Джон Сноу, узаконен как истинный сын покойного Эддарда Старка и наследник Королевства Севера в случае его смерти.;x;;;;
EVTOPTAclash_of_kings.42;Преемственность гарантирована!;x;;;;
EVTOPTBclash_of_kings.42;Что это?! Бастард не может наследовать!;x;;;;
EVTDESCAclash_of_kings.43;Дорогой брат\n Мне было бы очень приятно присоединиться к тебе в на юге, чтобы помочь отомстить за гибель Брана, Рикона и отца. Я поведу свою армию и сражаться за справедливость и честь нашего дома!;x;;;;
EVTDESCBclash_of_kings.43;Дорогой брат\n С тяжелым сердцем я вынужден отклонить ваше предложение присоединиться к вам, мой долг - остаться с Ночным Дозором и я не могу отказаться от моей клятвы даже для вас. Желаю вам удачи и уверен, что вы сможете победить в этой войне без меня.;x;;;;
EVTOPTAclash_of_kings.43;Преемственность соблюдена, теперь надо выиграть войну;x;;;;
EVTOPTBclash_of_kings.43;Когда придет время, я знаю, что он сделает все что необходимое;x;;;;
EVTDESCclash_of_kings.44;Вам сообщили, что ваш брат Робб умер, перед смертью он решил, что вы должны быть его наследником... Вы желаете принять этот титул или остаться братом Ночного Дозора?;x;;;;
EVTOPTAclash_of_kings.44;Я буду чтить моего брата и пойду сражаться за его память;x;;;;
EVTOPTBclash_of_kings.44;Я не могу нарушить свои клятвы;x;;;;
EVTTITLEclash_of_kings.45;Король-бастард;x;;;;
EVTDESCclash_of_kings.45;Перед смертью Робб Старк, Король Севера, постановил, что его брат-бастард, Джон Сноу, будет назван его наследником. После того как король Робб погиб, Джон Сноу вернулся в Винтерфелл, принял титул короля Севера и поклялся продолжать борьбу, чтобы отомстить за смерть своего отца и стать действительно достойным своего титула!;x;;;;
EVTOPTAclash_of_kings.45;Король Севера! Король Севера!;x;;;;
EVTOPTBclash_of_kings.45;Бастард умрет;x;;;;
EVTOPTCclash_of_kings.45;Бастард - король? В какое странное время мы живем...;x;;;;
EVTOPTDclash_of_kings.20;Еще один король...;x;;;;
EVTTITLEclash_of_kings.46;Роза и Волк;x;;;;
EVTDESCclash_of_kings.46;Ренли Баратеон умер, и Маргери Тирелл, которая была его королевой, по-прежнему желает королевского альянса. [From.GetTitledFirstName] направил посланника с предложением обвенчать наши дома. Наше богатство и могущество, несомненно, приведут к крушению Ланнистеров.;x;;;;
EVTOPTAclash_of_kings.46;Роза и Волк должны быть едины;x;;;;
EVTOPBclash_of_kings.46;Нет, своего они будут добиваться сами;x;;;;
EVTOPCclash_of_kings.46;Нет, [Spouse.GetFirstName] - моя любовь;x;;;;
EVTOPTBclash_of_kings.5200;Я передумала, я приму предложение Ксаро!;x;;;;
EVTOPTBclash_of_kings.5400;В самом деле, я должна обосноваться здесь и править;x;;;;
EVTTITLEclash_of_kings.60;Рабы с Нефритового моря;x;;;;
EVTDESCclash_of_kings.60;Несколько последних месяцев я провела вместе с Ксаро, путешествуя по Нефритовому морю, посещая экзотические города и местных правителей. По пути мой муж приобретал множество рабов и дарил мне множество красивых и сильных слуг, так что моя личная свита сильно разрослась. Однако, я была свидетельницей работорговли, и мне претит это - как можно владеть человеком?;x;;;;
EVTOPTAclash_of_kings.60;Это варварство должно быть остановлено!;x;;;;
EVTOPTBclash_of_kings.60;К сожалению, это образ жизни Востока…;x;;;;
EVTDESCclash_of_kings.61;Старик по имени Белобородый служил в вашей свите несколько месяцев, но оказалось, что он не просто старик. Он назвал себя Барристаном Смелым, уволенным из Гвардии узурпатора! Барристан попросил простить его за сокрытие и говорит вам, что он будет служить Вам, если примите его.;x;;;;
EVTOPTAclash_of_kings.61;Сир Барристан, я принимаю Вашу службу;x;;;;
EVTOPTBclash_of_kings.61;Я не приму к себе собак узурпатора!;x;;;;
EVTDESCclash_of_kings.62;Уже почти восход солнца, ночное небо медленно меняется от темно-черного до фиолетового и пурпурного-красного на восточном горизонте, вызывая мысли о моем брате и предстоящем сражении. 'Это был его выбор', - продолжаю я. - 'Он выбрал путь войны, так что я сокрушу его сегодня, а затем Ланнистеров и всех остальных, кто отрицает мое право на Железный Трон'. 'Ваша Светлость'. - Я слышу голос леди Кейтилин. - 'Вы дали мне слово'. Я приказываю другим лордам выйти и готовиться к битве. Я не хочу слышать их разговоры, сейчас мне нужно спокойствие. Только леди Кейтилин не двигается, просто смотрит на меня своими голубыми глазами, наполненными решимостью. Я знаю, что она скажет, и я уже знаю ответ, который я ей дам. Я не передумаю так легко. Она начинает объяснять предложение своего сына. Мир со Станнисом, отказавшись от короны? Великий Совет? Я тихо вздыхаю и чуть улыбаюсь. Я мог бы посмеяться над ней, но не стану.;x;;;;
EVTOPTAclash_of_kings.62;Не для короля;x;;;;
EVTDESCclash_of_kings.63;'Время для разговоров вышло. Теперь мы увидим, кто сильнее' - я говорю ей, пока Леди Бриенна, мой гвардеец, помогает мне надеть доспех. 'Прошу Вас, во имя Матери...' - начинает Леди Старк. Я готов прервать ее, издеваться над ней, глупой женщиной, которая не понимает, что это значит, но что-то странное происходит. Я замечаю колебание воздуха внутри палатки. Внезапно сильный удар ветра яростно открывает дверь палатки и двигает ее стены. Он становится холодным, свечи начинают мерцать, заставляя тени танцевать на шелковистых зеленых стенах палатки. Я слышу голос леди Кейтилин и звон доставаемого меча леди Бриенны. Я положил правую руку на рукоять своего оружия, но потом заметил, что что-то движется ко мне. Тень в человеческой форме с черным лезвием в руке...;x;;;;
EVTOPTAclash_of_kings.63;Помогите!;x;;;;
EVTOPTBclash_of_kings.63;Как холодно...;x;;;;
EVTDESCclash_of_kings.64;... и тогда чьи-то руки отталкивают меня назад. Я шатаюсь и падаю, мои доспехи звенят от силы. Я слышу боевой клич леди Бриенны, когда она поднимает меч и пытается поразить теневого монстра, но клинок прорезает его, как будто таинственная фигура была сделана из воздуха. Леди Старк начинает кричать. Я пытаюсь посмотреть на лицо монстра, но я не вижу ничего. Окаменевший, я вижу, что он поднимает черное лезвие и атакует леди Бриенну со скоростью далеко за пределами способностей обученного рыцаря. Она пытается парировать меч тени, но она слишком медленная. Я восстанавливаю контроль над своим телом, поворачиваюсь и пытаюсь покинуть место. Я слышу хрип леди Бриенны, но я не уверен, что она была убита или только ранена. Мне нужно спрятаться, мне нужно убежать, я...;x;;;;
EVTOPTAclash_of_kings.64;...прячусь под стол, надеясь, что кто-то придет, чтобы спасти меня;x;;;;
EVTOPTBclash_of_kings.64;...ползу к стене палатки, надеясь сбежать.;x;;;;
EVTDESCclash_of_kings.65;Я остался под столом и стараюсь не шевелиться, опасаясь звона доспехов. Я вижу, как тень крутится вокруг моего укрытия, ища меня. Я до сих пор не понимаю, что происходит, но это, безусловно, связано с магией. Я чувствую, как дрожат руки. Монстр перестает двигаться, словно пытается просчитать ситуацию, а затем ныряет под стол, появляясь прямо передо мной. Время замирает на миг, и я вижу лицо тени. Я замечаю болезненное сходство с моим братом, Станнисом. Монстр пронзает мечом мое горло. Лезвие очень холодное, и я чувствую, что мое тело замерзает. Горячая кровь льется на мою позолоченую броню Баратеонов. Тень исчезает. Я падаю на спину и, прежде чем закрываю глаза, в моей голове появляется одна мысль:;x;;;;
EVTOPTAclash_of_kings.65;Ночь темна и полна ужасов;x;;;;
EVTDESCclash_of_kings.66;Я стараюсь как можно быстрее добраться до стены палатки, но мои ноги не слушаются, и я боюсь двигаться. Я до сих пор не понимаю, что происходит, но это, безусловно, связано с магией. Я поворачиваю голову, и я понимаю, что монстр близок, очень близок. Я положил руку на что-то скользкое и потерял равновесие, почувствовал, как холод исходит от тела тени. Я медленно начинаю принимать свою судьбу..\nМонстр поднимает черный меч, но я чувствую что-то под моей правой рукой, что-то тонкое и мягкое. Шелковая ткань от палатки. Я быстро поднимаю ее, позволяя утреннему солнечному свету проникнуть внутрь. Теплый свет солнца касается лица тени, и я замечаю некоторое сходство с моим братом, Станнисом. Монстр замирает на секунду и начинает кричать, его голос высокий и очень громкий. Затем он исчезает, превращаясь в облако тумана. Я громко выдыхаю, чувствуя, как пот капает мне на лицо. Я выжил.;x;;;;
EVTOPTAclash_of_kings.66;Ужасы ночи умирают при дневном свете.;x;;;;
EVTDESCclash_of_kings.67;Тело любимого короля Ренли из дома Баратеонов лежит холодным на земле. Некоторые говорят, что он был убит женщиной-воином, которой он слишком доверял, некоторые говорят, что это была темная магия, которая закончила жизнь мальчика. На данный момент это не имеет значения. Король, которого я поддерживал, мертв, его дело провалилось, его война проиграна задолго до ее начала, и теперь я должен выбрать еще раз. Чье имя должны кричать мои знаменосцы, когда идут в бой?;x;;;;
EVTOPTAclash_of_kings.67;Я подниму знамена за лорда Станниса Баратеона.;x;;;;
EVTOPTBclash_of_kings.67;Тиреллы были моими лордами на протяжении веков, я с ними;x;;;;
EVTOPTCclash_of_kings.67;Игра престолов намного опаснее, чем я думал. Возможно, если я никого не поддержу, никто не убьет меня.;x;;;;
EVTTITLEclash_of_kings.62;Перед Рассветом;x;;;;
EVTOPTBclash_of_kings.913;[FromFrom.GetSheHeCap], должно быть, самозванец;x;;;;
EVTDESCAclash_of_kings.70;Робб Старк нарушил свою помолвку с моим Домом и женился на какой-то западной шлюхе, женщине, которая находится на стороне его противника! Это серьезное оскорбление для нашего Дома не может пройти безнаказанным ...;x;;;;
EVTDESCBclash_of_kings.70;Робб Старк нарушил свою помолвку с моим Домом, чтобы и дальше наслаждаться с простыми девками! Это серьезное оскорбление для нашего Дома не может пройти безнаказанным ...;x;;;;
EVTOPTAclash_of_kings.70;Королю надо преподать урок, послать ворона Ланнистерам...;x;;;;
EVTOPTBclash_of_kings.70;Брака с одним из его родственников или знаменосцев будет достаточно;x;;;;
EVTOPTCclash_of_kings.70;Я проклинаю его, да, но больше я ничего не могу сделать;x;;;;
TOOLTIPacok_red_wedding_proposal;Вы должны послать ворона Тайвину Ланнистеру, предлагая убить Робба и его знаменосцев на свадьбе, которую вы принимаете под видом примирения дома Старков и Фреев.;x;;;;
TOOLTIPred_wedding_frey_demands;В обмен на прекращение войны дом Фреев потребует следующее:\nЗащиту короной Дома Фреев.\nРиверран будет отдан Эммону Фрею.\nСир Лансель Ланнистер женится на одной из девушек Фреев.\nБудет заключён брак между Фреями и сиром Даваном Ланнистером.\nБудет заключён брак между бастардом-Фреем и Джой Хилл.\n;x;;;;
TOOLTIPacok_frey_marriage_proposal;Предложите брак между домом Фреев и домом Старков или могущественными вассалами короля и их семьей в обмен на лояльность Фреев и их верность Королю Севера;x;;;;
EVTDESCclash_of_kings.71;[Root.GetTitledFirstName], я прихожу к вам с предложением помочь вам закончить эту войну, убив Робба Старка и его знаменосцев на свадьбе, которую я проведу под видом примирения дома Старков и Фреев, если вы согласитесь на это предложение, мне потребуется защита короны, а также достойная награда.:;x;;;;
EVTOPTAclash_of_kings.71;Это хорошая идея, хотя нам понадобится помощь;x;;;;
EVTOPTBclash_of_kings.71;Этот план глуп и безрассуден, Уолдеру Фрею нельзя доверять;x;;;;
TOOLTIPred_wedding_bolton_offer;Вы должны попросить лорда Русе Болтона помочь Уолдеру Фрею в его заговоре в обмен на награждение его следующим:\nРусе Болтон будет объявлен Хранителем Севера.\nРамси Сноу будет узаконен и женится на Арье Старк;x;;;;
EVTDESCclash_of_kings.72;Когда финальные части вашего плана встанут на место вместе с поддержкой Тайвина Ланнистера, вы готовы отправить свое предложение о свадьбе, чтобы примирить ваши дома с Роббом Старком.;x;;;;
