#CODE;ENGLISH;x;;;;;;;;;;;;;;;
EVTOPTAcouncillor.2D;Голоса разделились поровну, [FromFrom.GetTitledFirstNameNoRegnal] и [FromFrom.GetHerHis] голос решит;x;;;;;;;;;;;;;;;
EVTOPTAcouncillor.2E;Голоса разделились поровну, [FromFrom.Regent.GetTitledFirstNameNoRegnal] и [FromFrom.GetHerHis] голос решит;x;;;;;;;;;;;;;;;
TOOLTIPcouncil_vote_approve_end_war;[This.GetTitledFirstNameWithDynastyNoRegnal] проголосовал[This.GetEndA] §GЗА§!\n;x;;;;;;;;;;;;;;;
TOOLTIPcouncil_vote_against_end_war;[This.GetTitledFirstNameWithDynastyNoRegnal] проголосовал[This.GetEndA] §RПРОТИВ§!\n;x;;;;;;;;;;;;;;;
EVTOPTBcouncillor.2;Совет проголосовал ПРОТИВ;x;;;;;;;;;;;;;;;
EVTOPTBcouncillor.2B;Я использую вето!;x;;;;;;;;;;;;;;;
EVTOPTBcouncillor.2C;Голоса разделились поровну, приказ не будет отдан;x;;;;;;;;;;;;;;;
EVTDESCcouncillor.3;[From.GetTitledFirstNameNoRegnal] пош[From.GetLaYol] против воли совета, несмотря на его решающее право голоса по дипломатическим вопросам. Совет решил проголосовать за приказ персонажу [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] остановить войну против своего врага, известного как [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], но [From.GetTitledFirstNameNoRegnal] заблокировал[From.GetEndA] предложение.;x;;;;;;;;;;;;;;;
EVTOPTAcouncillor.3;Это посягательство на права Совета!;x;;;;;;;;;;;;;;;
EVTDESCcouncillor.4;[From.GetTitledFirstNameNoRegnal] пош[From.GetLaYol] против воли совета, несмотря на его право голоса по дипломатическим вопросам. Совет решил не выдавать приказ персонажу [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] остановить [FromFrom.GetHerHis] войну против своего врага, известного как [stand_down_defender.GetTitledFirstNameNoRegnal] [stand_down_defender.GetOnlyDynastyName], но [From.GetTitledFirstNameNoRegnal] заблокировал[From.GetEndA] предложение, и все-равно отдал[From.GetEndA] приказ.;x;;;;;;;;;;;;;;;
EVTOPTAcouncillor.4;[From.GetSheHeCap] не долж[From.GetNaEn] игнорировать свой совет;x;;;;;;;;;;;;;;;
EVTDESCinteraction.2099;[Root.GetTitle] [Root.GetFirstName], согласно законам государства [From.PrimaryTitle.GetName], Совет принял решение о том, следует ли приказать персонажу [From.GetFirstNameWithDynasty] остановить свою войну проти вас. Я с сожалением сообщаю вам, что Совет проголосовал против этого предложения, поэтому вы теперь сами по себе.\n\nС уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x;;;;;;;;;;;;;;;
EVTOPTAinteraction.2099;Почему Совет игнорирует мою беду?;x;;;;;;;;;;;;;;;
disinherit_child;Лишить наследства персонажа [Root.GetTitledFirstNameNoRegnal];x;;;;;;;;;;;;;;;
disinherit_child_desc;Лишить наследства персонажа [Root.GetTitledFirstNameNoRegnal];x;;;;;;;;;;;;;;;
send_to_the_citadel;Отправить в Цитадель;x;;;;;;;;;;;;;;;
send_to_the_citadel_desc;Отправить персонажа [Root.GetTitledFirstNameNoRegnal] в Цитадель учиться на мейстера;x;;;;;;;;;;;;;;;
opinion_sent_me_to_the_citadel;Отправил[_] меня в Цитадель;x;;;;;;;;;;;;;;;
abdicate_decision;Отречься;;;;;;;;;;;;;;;;x
abdicate_decision_desc;Отказаться всех от земель и титулов в пользу своего наследника;x;;;;;;;;;;;;;;;
divorce_rel_head;Расторжение брака;x;;;;;;;;;;;;;;;
divorce_rel_head_desc;Использовать вашу власть как главы религии для развода с персонажем [Root.GetTitledFirstName];x;;;;;;;;;;;;;;;
TOOLTIPinteraction.10TRAITOR;Из-за уровня авторитета короны, [This.GetTitledFirstNameNoRegnal] будет иметь право заклеймить вас как §Rизменника§!.\n;x;;;;;;;;;;;;;;;
TOOLTIPinteraction.10NOTRAITOR;Из-за уровня авторитета короны, письмо персонажа [This.GetTitledFirstNameNoRegnal] имеет рекомендательный характер.\n;x;;;;;;;;;;;;;;;
EVTOPTEinteraction.10;Я использую рычаги влияния на персонажа [From.GetTitledFirstNameNoRegnal] чтобы избежать неудобства;x;;;;;;;;;;;;;;;
TOOLTIPinteraction.2198;Вы воспользуетесь услугой персонажа [This.GetTitledFirstNameNoRegnal], которую должны вам, чтобы аннулировать приказ;x;;;;;;;;;;;;;;;
EVTDESCinteraction.2198;[Root.PrimaryTitle.GetFOA], я хотел[From.GetEndA] бы напомнить вам, что я ваш[From.GetEndA] верн[FromGetAyaYy] слуга, и настоятельно призываю вас принять эту услугу во внимание и пересмотреть свою позицию по моему справедливому конфликту.\n\nПодпись,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x;;;;;;;;;;;;;;;
EVTDESCinteraction.2198B;[Root.PrimaryTitle.GetFOA], будьте уверены, что неприятный вопрос относительно моего незначительного спора с вашим знаменосцем был прояснен. [FromFrom.GetLordLady] [From.GetFirstName] и я его обсудили, и что у вас нет необходимости беспокоиться о такой мелочи.\n\nПодпись,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x;;;;;;;;;;;;;;;
EVTOPTAinteraction.2198;Я не могу игнорировать давление персонажа [From.GetTitledFirstNameNoRegnal] на меня;x;;;;;;;;;;;;;;;
EVTDESCinteraction.2199;[Root.GetTitle] [Root.GetFirstName], хотя я и заверяю вас, что у вас есть поддержка против агрессии персонажа [From.GetFirstNameWithDynasty], я боюсь, что не могу остановить [From.GetHerHis]. [From.GetSheHeCap] уклони[From.GetLasLsya] от моих просьб о прекращении боевых действий, и поэтому вы теперь сами по себе.\n\nС уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x;;;;;;;;;;;;;;;
EVTOPTAinteraction.2199;Я подозреваю предательство...;x;;;;;;;;;;;;;;;
gift_artifact;Подарить артефакт;x;;;;;;;;;;;;;;;
gift_artifact_desc;Подарить персонажу [Root.GetTitledFirstName] один из ваших артефактов.;x;;;;;;;;;;;;;;;
EVTTOOLTIPgift_artifact;Выбрать артефакт в подарок персонажу [Root.GetTitledFirstName];x;;;;;;;;;;;;;;;
EVTDESC_gift_artifact_1;Какой артефакт вы хотите подарить персонажу [artifact_recipient.GetTitledFirstName]?;x;;;;;;;;;;;;;;;
EVTOPTA_gift_artifact_1;Может быть, что-то другое;x;;;;;;;;;;;;;;;
EVTOPTB_gift_artifact_1;Этот будет полезен для н[artifact_recipient.GetHerHis];x;;;;;;;;;;;;;;;
EVTOPTC_gift_artifact_1;Думаю, этот будет лучше для н[artifact_recipient.GetHerHis];x;;;;;;;;;;;;;;;
EVTOPTD_gift_artifact_1;Они достойны этого артефакта;x;;;;;;;;;;;;;;;
EVTDESC_gift_artifact_3;[Root.GetTitledFirstName],\nЯ решил[From.GetEndA] подарить вам один из моих артефактов в надежде, что вы найдете для него больше пользы, чем я, он должен быть доставлен вместе с этим письмом, и я надеюсь, что вам понравится этот подарок.\n\nВаш[From.GetEndA] [From.GetRootRelation] [From.GetTitledFirstName];x;;;;;;;;;;;;;;;
EVTOPTA_gift_artifact_3;Благодарю вас!;x;;;;;;;;;;;;;;;
EVTDESCinteraction.899;Война, которую навязали персонажу [interaction_liege.PrimaryTitle.GetName] закончилась, но мои собственные владения все еще находятся под атакой сил противника, известного как [interaction_8_aggressor.GetTitledFirstNameWithDynastyAndTitleNoRegnal]. Возможно, я долж[GetNaEn] попросить, чтобы [interaction_liege.GetTitledFirstNameNoRegnal] вмеша[interaction_liege.GetLasLsya] от моего имени?;x;;;;;;;;;;;;;;;
EVTOPTAinteraction.899;Да, это разумно;x;;;;;;;;;;;;;;;
EVTOPTBinteraction.899;Нет, я справлюсь;x;;;;;;;;;;;;;;;
demand_religious_conversion;Требование религиозного обращения;x;;;;;;;;;;;;;;;
demand_religious_conversion_desc;Требовать, чтобы [From.GetTitledFirstName] принял[From.GetEndA] [Root.Religion.GetName];x;;;;;;;;;;;;;;;
TOOLTIPdemand_religious_conversionA;Уже НЕ требуется обращения;x;;;;;;;;;;;;;;;
EVTDESCdiplomatic.230;[Root.GetTitledFirstNameNoRegnal], настоящим я требую, чтобы вы отказались от своих языческих и диких обычаев и обратились к истинной вере, [FromFrom.Religion.GetName].\n\nПодgись,\n[FromFrom.GetTitledFirstNameNoRegnal] из Дома [FromFrom.GetOnlyDynastyName];x;;;;;;;;;;;;;;;
EVTOPTAdiplomatic.230;[FromFrom.PrimaryTitle.GetFOA], я принимаю это требование;x;;;;;;;;;;;;;;;
EVTOPTCdiplomatic.230;Я никогда не откажусь от своей веры!;x;;;;;;;;;;;;;;;
EVTDESCdiplomatic.231;[Root.PrimaryTitle.GetFOA], я подчинюсь вашей воле и перейду в [Root.Religion.GetName]. Впредь считайте меня истинным верующим и верным знаменосцем.\n\nПисано пред взором Владыки,\n[From.GetTitledFirstNameWithDynastyNoRegnal];x;;;;;;;;;;;;;;;
EVTDESCdiplomatic.232;[Root.PrimaryTitle.GetFOA], я отказываюсь от этого возмутительного требования. Я не буду отказываться от своей исконной веры в пользу каких-то ложных богов.\n\nПодпись,\n[From.GetTitledFirstNameWithDynastyNoRegnal];x;;;;;;;;;;;;;;;
EVTOPTAdiplomatic.232;[From.GetSheHeCap] пожалеет об этом!;x;;;;;;;;;;;;;;;
EVTOPTFinteraction.14;Что может сделать мой регентский совет?;x;;;;;;;;;;;;;;;
opinion_visited_chamber;Посещение камеры;x;;;;;;;;;;;;;;;
