#CODE;ENGLISH;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.2;[Root.GetTitledFirstNameNoRegnal], я был[FromFrom.GetEndA] несправедливо заключен[FromFrom.GetEndA] в тюрьму человеком, известным как [FromFrom.Host.GetTitledFirstNameNoRegnal] и убеждаясь в том, что я могу получить справедливый суд только от богов, я потребовал[FromFrom.GetEndA] суд Семерых для доказательства моей невиновности. Как ваш[FromFrom.GetEndA] [GetFromFromRelation], я заклинаю вас стать одним из моих семи защитников, чтобы защитить мою честь!\n\n Подпись,\n[FromFrom.GetTitledFirstNameWithDynastyNoRegnal];;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.2;Я буду сражаться за н[FromFrom.GetHerHis] перед богами;;;;;;;;;;;;;x;;;;
EVTOPTBtrial_by_seven.2;Нет, я не буду одним из ваших Семерых;;;;;;;;;;;;;x;;;;
EVTTOOLTIPtrial_by_seven.3;Вы будете сражаться за персонажа [FromFrom.GetTitledFirstNameNoRegnal] как один из [FromFrom.GetHerHis] семи защитников.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.3;[Root.PrimaryTitle.GetFOA], Я, [From.GetTitledFirstNameWithDynastyNoRegnal], почту за честь биться с вами бок о бок перед взором богов на вашем Суде Семерых против человека, известного как [Root.Host.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.3;Да направят нас Семеро!;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.4;[Root.GetTitle] [Root.GetFirstName], боюсь, я не смогу сражаться вместе с вами на Суде Семерых, так как это представляет большой риск для моей личности\n\nС уважением,\n[From.GetTitledFirstNameWithDynastyNoRegnal];;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.4;Где же [From.GetHerHis] честь?;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.6;Ваши защитники собрались в городе [Root.Capital.Capital.GetName], готовые к Суду Семерых. [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] и [From.GetHerHis] защитники вскоре также прибывают, обе стороны теперь в полном сборе и готовы сражаться друг с другом перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTtrial_by_seven.6;И пусть начнется Суд!;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_sevenSELF;Вы лично сражаетесь в поединке\n;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_sevenCHAMPIONS;[This.GetTitledFirstNameWithDynastyNoRegnal] - один из ваших чемпионов\n;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_sevenCHAMPIONS_ENEMY;[This.GetTitledFirstNameWithDynastyNoRegnal] - один из чемпионов противника\n;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven.8;Поединок начинается;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.7;Ваши защитники собрались в городе [Root.Capital.Capital.GetName], готовые к Суду Семерых. [From.GetTitledFirstNameWithDynastyNoRegnal] и [From.GetHerHis] защитники вскоре также прибывают, обе стороны теперь в полном сборе и готовы сражаться друг с другом перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTtrial_by_seven.7;Пусть боги защитят меня;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_sevenENEMYSELF;[This.GetTitledFirstNameWithDynastyNoRegnal] сражается лично\n;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_sevenCHAMPIONS_OTHER;[This.GetTitledFirstNameWithDynastyNoRegnal] - один из защитников персонажа [Prev.GetTitledFirstNameNoRegnal]\n;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_9;В ближнем бою вы находите вражеского защитника и сражаетесь...;;;;;;;;;;;;;x;;;;
EVTOPTtrial_by_seven_9;Семеро приведут меня к победе!;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven_10;Вы атакуете персонажа [This.GetTitledFirstNameWithDynastyNoRegnal]…;;;;;;;;;;;;;x;;;;
TOOLTIPtrial_by_seven_10B;Вы атакуете персонажа [From.GetTitledFirstNameWithDynastyNoRegnal]…;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_11;Вы убили персонажа [FromFrom.GetTitledFirstNameWithDynastyNoRegnal], оставив для противостояния на одного защитника меньше.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_11B;Вы одержали верх над персонажем [FromFrom.GetTitledFirstNameWithDynastyNoRegnal], вынуждая [From.GetHerHis] сдаться, оставив для противостояния на одного чемпиона меньше.;;;;;;;;;;;;;x;;;;
EVTOPTtrial_by_seven_11;Боги однозначно на моей стороне;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_12;В поединке ближнего боя, [From.GetTitledFirstNameWithDynastyNoRegnal] убил чемпиона [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] в яростной дуэли.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_12B;[From.GetTitledFirstNameWithDynastyNoRegnal] сразился и одержал верх над чемпионом [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] в ближнем бою, вынуждая [FromFromFrom.GetHerHis] сдаться и покинуть поле боя.;;;;;;;;;;;;;x;;;;
EVTOPTtrial_by_seven_12;Кто же победит?;;;;;;;;;;;;;x;;;;
EVTOPTtrial_by_seven_12B;Мы потерпели поражение!;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_13;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetHerHis] защитники были повержены, явно доказав свою вину перед богами. Теперь вам нужно выбрать справедливое наказание...;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_13B;Посреди рукопашного боя, [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] был убит, таким образом доказав свою вину перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_13;Семеро осудили [FromFrom.GetHerHis];;;;;;;;;;;;;x;;;;
EVTOPTBtrial_by_seven_13;Я приговариваю вас к смерти, так хотят боги;;;;;;;;;;;;;x;;;;
EVTOPTCtrial_by_seven_13;Я проявлю милосердие и позволю вам надеть чёрное;;;;;;;;;;;;;x;;;;
EVTOPTDtrial_by_seven_13;Я проявлю милосердие и позволю вам уйти в жрецы;;;;;;;;;;;;;x;;;;
EVTOPTEtrial_by_seven_13;Оставить [FromFrom.GetHerHis] гнить в подземелье;;;;;;;;;;;;;x;;;;
#EVTOPTFtrial_by_seven_13;[FromFrom.GetSheHeCap] может остаться здесь как мой 'гость';;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_14;[FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] и [FromFrom.GetHerHis] защитники были повержены, явно доказав свою вину перед богами. Теперь вам нужно выбрать справедливое наказание.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_14B;Посреди рукопашного боя, [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был убит, таким образом доказав свою вину перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_14;Боги явно благословили нас;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_15;Вы и ваши защитники, защищающие персонажа [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal], были побеждены, явно доказав свою вину перед богами.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_15B;Посреди рукопашного боя, [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был убит, явно доказав свою вину перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_15;Семеро были не на нашей стороне;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.16;После изнурительного рукопашного боя, вы и ваши защитники одержали победу! Таким образом, ваша невиновность доказана перед богами, и вы освобождены от заключения персонажа  [From.GetTitledFirstNameNoRegnal].;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.16;Боги посчитали, что нет моей вины;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.17;После изнурительного ближнего боя, вы и ваши защитники, защищающие персонажа [From.GetTitledFirstNameNoRegnal], одержали победу! Таким образом [From.GetHerHis] невиновность доказана перед богами, и [From.GetSheHe] освобождается от заключения персонажа [FromFrom.GetTitledFirstNameNoRegnal].;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.17;Боги посчитали [From.GetHerHis] невиновн[From.GetOyYm];;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.18;После изнурительного ближнего боя, вы не смогли победить. [From.GetTitledFirstNameNoRegnal] и [From.GetHerHis] защитники победили вас в одном бою, таким образом [From.GetHerHis] невиновность доказана перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.18;Семеро были не на нашей стороне;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.20;[FromFrom.GetTitledFirstNameWithDynastyNoRegnal], ваш предводитель [FromFrom.PrimaryTitle.GetName], погиб сражаясь на Суде Семерых против персонажа [From.GetTitledFirstNameWithDynastyNoRegnal].  Но, так или иначе, это не значит, что поединок прекратится...;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.20;Рукопашная схватка продолжается...;;;;;;;;;;;;;x;;;;
EVTOPTGtrial_by_combat.4;Одному из моих воинов придется сражаться;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_159;[FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] и [FromFromFrom.GetHerHis] защитники были побеждены, и поэтому [FromFromFrom.GetHerHis] вина доказана перед богами.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven_159B;В разгаре схватки [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был убит, явно доказав свою вину перед богами.;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven_159;Боги отвернулись от н[FromFromFrom.GetHerHis];;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_seven.189;После изнурительной схватки, [From.GetTitledFirstNameNoRegnal] и [From.GetHerHis] защитники победили! Таким образом, [From.GetHerHis] невиновность доказана в глазах богов, и [From.GetSheHe] будет освобожден из плена персонажа [FromFrom.GetTitledFirstNameNoRegnal].;;;;;;;;;;;;;x;;;;
EVTOPTAtrial_by_seven.189;Боги посчитали [From.GetHerHis] невиновным;;;;;;;;;;;;;x;;;;
EVTOPTBtrial_by_seven_70;Сообщите мне о этом подробнее;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.30;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], но пал[FromFromFrom.GetEndA] от руки своего противника, известного как [FromFrom.GetTitledFirstNameWithDynastyNoRegnal].;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.30B;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], но был[FromFromFrom.GetEndA] побежден[FromFromFrom.GetEndA] противником, известным как [FromFrom.GetTitledFirstNameWithDynastyNoRegnal]. Как следствие, [FromFromFrom.GetTitledFirstNameNoRegnal] испытывает наказание [FromFromFrom.GetTrialPunishment].;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.31;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], и доказал[FromFrom.GetEndA] свою невиновность, убив своего протвника, известного как [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal].;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.31B;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], и доказал[FromFrom.GetEndA] свою невиновность, принудив противника, известного как [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] сдаться.;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.32;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], при этом [FromFromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был защитником. [FromFromFromFrom.GetTitledFirstNameNoRegnal] был[FromFromFromFrom.GetEndA] убит [FromFromFromFrom.GetHerHis] противником , известным как [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal], что доказало вину персонажа [FromFrom.GetTitledFirstNameNoRegnal]. Как следствие, [FromFrom.GetTitledFirstNameNoRegnal] испытывает наказание [FromFrom.GetTrialPunishment].;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.32B;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], при этом [FromFromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был защитником. [FromFromFromFrom.GetTitledFirstNameNoRegnal] был[FromFromFromFrom.GetEndA] принужден[FromFromFromFrom.GetEndA] сдаться [FromFromFromFrom.GetHerHis] противником, известным как [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal], что доказало вину персонажа [FromFrom.GetTitledFirstNameNoRegnal]. Как следствие, [FromFrom.GetTitledFirstNameNoRegnal] испытывает наказание [FromFrom.GetTrialPunishment].;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.33;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], при этом [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был защитником. [FromFromFrom.GetTitledFirstNameNoRegnal] убил[FromFromFrom.GetEndA] своего противника, известного как [FromFromFromFrom.GetTitledFirstNameWithDynastyNoRegnal], доказав, что [FromFrom.GetTitledFirstNameNoRegnal] винов[FromFrom.GetNaEn].;;;;;;;;;;;;;x;;;;
EVTDESCtrial_by_combat.33B;[Root.PrimaryTitle.GetFOA], новости из города [From.Capital.GetName] с испытания поединком. [FromFrom.GetTitledFirstNameWithDynastyNoRegnal] потребовал[FromFrom.GetEndA] суда поединком у своего тюремщика, известного как [From.GetTitledFirstNameWithDynastyNoRegnal], при этом [FromFromFrom.GetTitledFirstNameWithDynastyNoRegnal] был защитником.. [FromFromFrom.GetTitledFirstNameNoRegnal] заставил[FromFromFrom.GetEndA] сдаться своего противника, известного как [FromFromFromFrom.GetTitledFirstNameWithDynastyNoRegnal], доказав, что [FromFrom.GetTitledFirstNameNoRegnal] не винов[FromFrom.GetNaEn].;;;;;;;;;;;;;x;;;;
GetTrialPunishmentExecution;[This.GetDeathReason];;;;;;;;;;;;;x;;;;
GetTrialPunishmentNightswatch;был вынужден облачиться в черное как брат Ночного Дозора;;;;;;;;;;;;;;;;;x
GetTrialPunishmentNightswatchEscaped;был вынужден облачиться в черное как брат Ночного Дозора, но избежал наказания по дороге на Стену;;;;;;;;;;;;;;;;;x
GetTrialPunishmentSilentSister;была вынуждена принять обеты Молчаливой Сестры;;;;;;;;;;;;;;;;;x
GetTrialPunishmentGrace;была вынуждена принять обеты Благодати;;;;;;;;;;;;;;;;;x
GetTrialPunishmentDungeon;заключение в подземелье города [This.Location.Capital.GetName];;;;;;;;;;;;;;;;;x
GetTrialPunishmentHouseArrest;заключение под домашний арест;;;;;;;;;;;;;;;;;x
GetTrialPunishmentCouncil;взятие под стражу до тех пор, пока совет не вынесет решение о наказании;;;;;;;;;;;;;;;;;x
GetTrialPunishmentExiled;изгнание из земель;;;;;;;;;;;;;;;;;x
GetTrialPunishmentReleased;было проявлено милосердие;;;;;;;;;;;;;;;;;x
EVTDESCtrial_by_combat.999;Суд поединком - это древний обычай, который может быть использован для разрешения обвинений или споров в бою, но который может привести к смерти. Вы объявили человеку, известному как [Root.Host.GetTitledFirstNameWithDynastyNoRegnal] о вашем праве настаивать на суде поединком, и теперь должны выбрать зашитника.;;;;;;;;;;;;;;;;;x
EVTOPTAtrial_by_combat.999;Я докажу свою невиновность;;;;;;;;;;;;;;;;;x
TOOLTIPtrial_by_combat.999;Вы можете, если имеете право, сражаться сами (решение в меню интриг) или выбрать защитника, который встанет за вас (щелкните правой кнопкой мыши на вассала/родственника);;;;;;;;;;;;;;;;;x
OPTNOINFORMTRIALCOMBAT;Не сообщайте мне о испытаниях в бою;;;;;;;;;;;;;;;;;x
TOOLTIPtrial_by_combat_KG;Если он Королевский гвардеец, то должен сражаться за Железный Трон;;;;;;;;;;;;;;;;;x
TOOLTIPtrial_by_combat_SLAVE;НЕ раб;;;;;;;;;;;;;;;;;x
TOOLTIPtbc_ongoing;НЕ участвует в текущем суде поединком;;;;;;;;;;;;;;;;;x
EVTOPTFtrial_by_seven_13;Настоящим, я изгоняю вас из земли [Root.PrimaryTitle.GetFullName];;;;;;;;;;;;;;;;;x
